,epochs,total loss function,boarding losses train,nest_losses_train,alighting losses train,section constraint train,od flow equal constraint train f
147,147,367.26525450214444,176.57780400000001,27.092828502144425,163.594622,0.0,0.0
148,148,367.2650110463599,176.57780400000001,27.092585046359925,163.594622,0.0,0.0
149,149,367.2647781561316,176.57780400000001,27.092352156131632,163.594622,0.0,0.0
150,150,367.26455195262827,176.57780400000001,27.092125952628294,163.594622,0.0,0.0
151,151,367.2643337314171,176.57780400000001,27.091907731417038,163.594622,0.0,0.0
152,152,367.26412175689427,176.57780400000001,27.091695756894232,163.594622,0.0,0.0
153,153,367.26391471263037,176.57780400000001,27.09148871263035,163.594622,0.0,0.0
154,154,367.2637178183504,176.57780400000001,27.091291818350427,163.594622,0.0,0.0
155,155,367.263527350622,176.57780400000001,27.091101350621962,163.594622,0.0,0.0
156,156,367.263342402616,176.57780400000001,27.09091640261599,163.594622,0.0,0.0
157,157,367.2631620285864,176.57780400000001,27.090736028586438,163.594622,0.0,0.0
158,158,367.2629844439033,176.57780400000001,27.090558443903255,163.594622,0.0,0.0
159,159,367.26281376906263,176.57780400000001,27.09038776906263,163.594622,0.0,0.0
160,160,367.2626490115605,176.57780400000001,27.09022301156048,163.594622,0.0,0.0
161,161,367.2624896729674,176.57780400000001,27.09006367296735,163.594622,0.0,0.0
162,162,367.2623355776998,176.57780400000001,27.08990957769977,163.594622,0.0,0.0
163,163,367.26218508259143,176.57780400000001,27.08975908259143,163.594622,0.0,0.0
164,164,367.26203992283286,176.57780400000001,27.089613922832825,163.594622,0.0,0.0
165,165,367.26189935019113,176.57780400000001,27.08947335019115,163.594622,0.0,0.0
166,166,367.2617627197957,176.57780400000001,27.089336719795643,163.594622,0.0,0.0
167,167,367.26162991485126,176.57780400000001,27.08920391485129,163.594622,0.0,0.0
168,168,367.26150037970206,176.57780400000001,27.089074379702076,163.594622,0.0,0.0
169,169,367.26137526940784,176.57780400000001,27.088949269407877,163.594622,0.0,0.0
170,170,367.2612543711963,176.57780400000001,27.08882837119628,163.594622,0.0,0.0
171,171,367.2611373617433,176.57780400000001,27.088711361743293,163.594622,0.0,0.0
172,172,367.26102374983424,176.57780400000001,27.088597749834246,163.594622,0.0,0.0
173,173,367.2609131265051,176.57780400000001,27.088487126505143,163.594622,0.0,0.0
174,174,367.2608059002682,176.57780400000001,27.088379900268244,163.594622,0.0,0.0
175,175,367.2607018373577,176.57780400000001,27.088275837357685,163.594622,0.0,0.0
176,176,367.2606009493376,176.57780400000001,27.08817494933753,163.594622,0.0,0.0
177,177,367.260502900662,176.57780400000001,27.088076900661978,163.594622,0.0,0.0
178,178,367.26040768861185,176.57780400000001,27.087981688611812,163.594622,0.0,0.0
179,179,367.2603155273816,176.57780400000001,27.08788952738158,163.594622,0.0,0.0
180,180,367.2602261557771,176.57780400000001,27.0878001557771,163.594622,0.0,0.0
181,181,367.2601395320871,176.57780400000001,27.087713532087133,163.594622,0.0,0.0
182,182,367.26005524242436,176.57780400000001,27.087629242424356,163.594622,0.0,0.0
183,183,367.25997332138456,176.57780400000001,27.087547321384598,163.594622,0.0,0.0
184,184,367.25989385602105,176.57780400000001,27.087467856021043,163.594622,0.0,0.0
185,185,367.25981672696605,176.57780400000001,27.087390726966042,163.594622,0.0,0.0
186,186,367.2597419637292,176.57780400000001,27.087315963729186,163.594622,0.0,0.0
187,187,367.259669293638,176.57780400000001,27.087243293638032,163.594622,0.0,0.0
188,188,367.25959876629247,176.57780400000001,27.087172766292486,163.594622,0.0,0.0
189,189,367.2595303349078,176.57780400000001,27.08710433490784,163.594622,0.0,0.0
190,190,367.25946389274793,176.57780400000001,27.08703789274796,163.594622,0.0,0.0
191,191,367.2593993906215,176.57780400000001,27.086973390621566,163.594622,0.0,0.0
192,192,367.2593366586242,176.57780400000001,27.086910658624184,163.594622,0.0,0.0
193,193,367.2592757519764,176.57780400000001,27.08684975197641,163.594622,0.0,0.0
194,194,367.2592166259193,176.57780400000001,27.086790625919274,163.594622,0.0,0.0
195,195,367.2591592440293,176.57780400000001,27.086733244029325,163.594622,0.0,0.0
196,196,367.25910352989155,176.57780400000001,27.086677529891535,163.594622,0.0,0.0
197,197,367.25904938573456,176.57780400000001,27.086623385734562,163.594622,0.0,0.0
198,198,367.2589968052988,176.57780400000001,27.08657080529883,163.594622,0.0,0.0
199,199,367.2589457291033,176.57780400000001,27.08651972910333,163.594622,0.0,0.0
200,200,367.2588961261672,176.57780400000001,27.08647012616722,163.594622,0.0,0.0
201,201,367.25884792390576,176.57780400000001,27.08642192390577,163.594622,0.0,0.0
202,202,367.25880109231116,176.57780400000001,27.086375092311165,163.594622,0.0,0.0
203,203,367.25875560849886,176.57780400000001,27.086329608498865,163.594622,0.0,0.0
204,204,367.25871143792773,176.57780400000001,27.086285437927728,163.594622,0.0,0.0
205,205,367.25866853650166,176.57780400000001,27.08624253650163,163.594622,0.0,0.0
206,206,367.2586268398396,176.57780400000001,27.086200839839595,163.594622,0.0,0.0
207,207,367.2585863247441,176.57780400000001,27.086160324744103,163.594622,0.0,0.0
208,208,367.25854695455337,176.57780400000001,27.086120954553405,163.594622,0.0,0.0
209,209,367.2585087112909,176.57780400000001,27.086082711290906,163.594622,0.0,0.0
210,210,367.2584715511074,176.57780400000001,27.086045551107382,163.594622,0.0,0.0
211,211,367.2584354403298,176.57780400000001,27.08600944032979,163.594622,0.0,0.0
212,212,367.2584003551607,176.57780400000001,27.085974355160644,163.594622,0.0,0.0
213,213,367.2583662634888,176.57780400000001,27.085940263488794,163.594622,0.0,0.0
214,214,367.25833314266026,176.57780400000001,27.08590714266027,163.594622,0.0,0.0
215,215,367.25830094973605,176.57780400000001,27.085874949736056,163.594622,0.0,0.0
216,216,367.2582696632552,176.57780400000001,27.085843663255197,163.594622,0.0,0.0
217,217,367.25823925715156,176.57780400000001,27.085813257151536,163.594622,0.0,0.0
218,218,367.2582097116483,176.57780400000001,27.08578371164829,163.594622,0.0,0.0
219,219,367.25818100204503,176.57780400000001,27.085755002045065,163.594622,0.0,0.0
220,220,367.25815309896063,176.57780400000001,27.085727098960607,163.594622,0.0,0.0
221,221,367.2581259824731,176.57780400000001,27.085699982473116,163.594622,0.0,0.0
222,222,367.2580996282388,176.57780400000001,27.085673628238865,163.594622,0.0,0.0
223,223,367.2580740176136,176.57780400000001,27.085648017613558,163.594622,0.0,0.0
224,224,367.258049125472,176.57780400000001,27.085623125471944,163.594622,0.0,0.0
225,225,367.25802493213337,176.57780400000001,27.085598932133333,163.594622,0.0,0.0
226,226,367.2580014187756,176.57780400000001,27.08557541877566,163.594622,0.0,0.0
227,227,367.2579785681407,176.57780400000001,27.08555256814068,163.594622,0.0,0.0
228,228,367.25795636130954,176.57780400000001,27.08553036130957,163.594622,0.0,0.0
229,229,367.25793477817683,176.57780400000001,27.085508778176816,163.594622,0.0,0.0
230,230,367.25791380114936,176.57780400000001,27.085487801149384,163.594622,0.0,0.0
231,231,367.2578934133361,176.57780400000001,27.08546741333612,163.594622,0.0,0.0
232,232,367.25787359954563,176.57780400000001,27.085447599545628,163.594622,0.0,0.0
233,233,367.25785434252964,176.57780400000001,27.085428342529646,163.594622,0.0,0.0
234,234,367.2578356272172,176.57780400000001,27.085409627217224,163.594622,0.0,0.0
235,235,367.25781743809927,176.57780400000001,27.085391438099254,163.594622,0.0,0.0
236,236,367.25779976176693,176.57780400000001,27.085373761766927,163.594622,0.0,0.0
237,237,367.2577825832859,176.57780400000001,27.08535658328592,163.594622,0.0,0.0
238,238,367.2577658884337,176.57780400000001,27.085339888433747,163.594622,0.0,0.0
239,239,367.2577496635363,176.57780400000001,27.0853236635363,163.594622,0.0,0.0
240,240,367.25773389577694,176.57780400000001,27.08530789577696,163.594622,0.0,0.0
241,241,367.25771857319654,176.57780400000001,27.085292573196536,163.594622,0.0,0.0
242,242,367.2577036829425,176.57780400000001,27.085277682942476,163.594622,0.0,0.0
243,243,367.2576892133354,176.57780400000001,27.085263213335423,163.594622,0.0,0.0
244,244,367.25767515238795,176.57780400000001,27.08524915238796,163.594622,0.0,0.0
245,245,367.2576614893573,176.57780400000001,27.08523548935731,163.594622,0.0,0.0
246,246,367.25764821292444,176.57780400000001,27.085222212924442,163.594622,0.0,0.0
247,247,367.25763531239744,176.57780400000001,27.085209312397446,163.594622,0.0,0.0
248,248,367.2576227773211,176.57780400000001,27.08519677732108,163.594622,0.0,0.0
249,249,367.2576105978735,176.57780400000001,27.085184597873514,163.594622,0.0,0.0
250,250,367.2575987644424,176.57780400000001,27.085172764442397,163.594622,0.0,0.0
251,251,367.2575872673795,176.57780400000001,27.085161267379505,163.594622,0.0,0.0
252,252,367.2575760973807,176.57780400000001,27.085150097380723,163.594622,0.0,0.0
253,253,367.2575652454076,176.57780400000001,27.085139245407632,163.594622,0.0,0.0
254,254,367.25755470287004,176.57780400000001,27.085128702870023,163.594622,0.0,0.0
255,255,367.2575444612047,176.57780400000001,27.08511846120466,163.594622,0.0,0.0
256,256,367.25753451215405,176.57780400000001,27.085108512154047,163.594622,0.0,0.0
257,257,367.25752484763865,176.57780400000001,27.08509884763864,163.594622,0.0,0.0
258,258,367.25751545999276,176.57780400000001,27.0850894599928,163.594622,0.0,0.0
259,259,367.25750634158555,176.57780400000001,27.08508034158556,163.594622,0.0,0.0
260,260,367.2574974850335,176.57780400000001,27.085071485033527,163.594622,0.0,0.0
261,261,367.25748888303957,176.57780400000001,27.08506288303958,163.594622,0.0,0.0
262,262,367.2574805286853,176.57780400000001,27.085054528685273,163.594622,0.0,0.0
263,263,367.25747241516785,176.57780400000001,27.08504641516787,163.594622,0.0,0.0
264,264,367.2574645359025,176.57780400000001,27.085038535902488,163.594622,0.0,0.0
265,265,367.2574568844123,176.57780400000001,27.085030884412298,163.594622,0.0,0.0
266,266,367.25744945444853,176.57780400000001,27.085023454448553,163.594622,0.0,0.0
267,267,367.2574422399431,176.57780400000001,27.085016239943116,163.594622,0.0,0.0
268,268,367.2574352349508,176.57780400000001,27.08500923495075,163.594622,0.0,0.0
269,269,367.2574284336906,176.57780400000001,27.085002433690626,163.594622,0.0,0.0
270,270,367.2574218305184,176.57780400000001,27.08499583051843,163.594622,0.0,0.0
271,271,367.2574154200114,176.57780400000001,27.084989420011386,163.594622,0.0,0.0
272,272,367.2574091968479,176.57780400000001,27.084983196847944,163.594622,0.0,0.0
273,273,367.25740315586415,176.57780400000001,27.084977155864156,163.594622,0.0,0.0
274,274,367.2573972919952,176.57780400000001,27.084971291995135,163.594622,0.0,0.0
275,275,367.25739160035414,176.57780400000001,27.084965600354153,163.594622,0.0,0.0
276,276,367.2573860761659,176.57780400000001,27.084960076165924,163.594622,0.0,0.0
277,277,367.2573807147909,176.57780400000001,27.084954714790925,163.594622,0.0,0.0
278,278,367.2573755116933,176.57780400000001,27.08494951169328,163.594622,0.0,0.0
279,279,367.2573704624816,176.57780400000001,27.08494446248163,163.594622,0.0,0.0
280,280,367.25736556287717,176.57780400000001,27.084939562877175,163.594622,0.0,0.0
281,281,367.25736080871854,176.57780400000001,27.084934808718575,163.594622,0.0,0.0
282,282,367.2573561959361,176.57780400000001,27.084930195936092,163.594622,0.0,0.0
283,283,367.25735172058035,176.57780400000001,27.084925720580365,163.594622,0.0,0.0
284,284,367.25734737880464,176.57780400000001,27.084921378804605,163.594622,0.0,0.0
285,285,367.2573431668732,176.57780400000001,27.08491716687322,163.594622,0.0,0.0
286,286,367.2573390811376,176.57780400000001,27.084913081137618,163.594622,0.0,0.0
287,287,367.2573351180536,176.57780400000001,27.084909118053613,163.594622,0.0,0.0
288,288,367.25733127416936,176.57780400000001,27.084905274169376,163.594622,0.0,0.0
289,289,367.2573275461292,176.57780400000001,27.08490154612924,163.594622,0.0,0.0
290,290,367.2573239306596,176.57780400000001,27.084897930659597,163.594622,0.0,0.0
291,291,367.25732042457486,176.57780400000001,27.08489442457486,163.594622,0.0,0.0
292,292,367.25731702477674,176.57780400000001,27.08489102477671,163.594622,0.0,0.0
293,293,367.25731372825146,176.57780400000001,27.084887728251495,163.594622,0.0,0.0
294,294,367.25731053206493,176.57780400000001,27.084884532064965,163.594622,0.0,0.0
295,295,367.2573074333584,176.57780400000001,27.08488143335837,163.594622,0.0,0.0
296,296,367.25730442935173,176.57780400000001,27.08487842935172,163.594622,0.0,0.0
297,297,367.25730151733904,176.57780400000001,27.084875517339036,163.594622,0.0,0.0
298,298,367.2572986946873,176.57780400000001,27.08487269468726,163.594622,0.0,0.0
299,299,367.2572959588315,176.57780400000001,27.0848699588315,163.594622,0.0,0.0
300,300,367.25729330727756,176.57780400000001,27.084867307277527,163.594622,0.0,0.0
301,301,349.4186787087347,168.2090597766747,27.084867307277527,154.04824393597642,0.0,0.0765076888061117
302,302,332.29103739587845,160.08702231485609,27.084867307277527,144.81342981639148,0.0,0.30571795735333224
303,303,315.88266337349165,152.21559627101806,27.084867307277527,135.8953731152489,0.0,0.6868266799471878
304,304,300.20036411330375,144.5982360705201,27.084867307277527,127.29869959711422,0.0,1.218561138391942
305,305,285.24934120895506,137.23790606597927,27.084867307277527,119.02741433548155,0.0,1.8991535002167124
306,306,271.03307441181187,130.13704164503648,27.084867307277527,111.08484959393792,0.0,2.7263158655599553
307,307,257.55321066709774,123.29751180836972,27.084867307277527,103.4736142138211,0.0,3.6972173376294304
308,308,244.80945981156276,116.72058373631702,27.084867307277527,96.19554515521517,0.0,4.808463612753033
309,309,232.7994987126008,110.40688989419131,27.084867307277527,89.25166188390516,0.0,6.0560796272268185
310,310,221.51888575126162,104.3563982602887,27.084867307277527,82.6421243466853,0.0,7.43549583701009
311,311,210.96098766494484,98.56838629180108,27.084867307277527,76.36619532530804,0.0,8.941538740558205
312,312,201.11692086117466,93.04141926969423,27.084867307277527,70.42220800218878,0.0,10.568426282014117
313,313,191.97550938257515,87.77333368145798,27.084867307277527,64.80753960546471,0.0,12.309768788374935
314,314,183.52326173444635,82.7612263074577,27.084867307277527,59.51859202331532,0.0,14.158576096395795
315,315,175.7443687682543,78.00144966902727,27.084867307277527,54.550780283162666,0.0,16.107271508786862
316,316,168.62072473394463,73.48961447075416,27.084867307277527,49.89852977553557,0.0,18.147713180377355
317,317,162.1319734579442,69.22059962182801,27.084867307277527,45.5552830597589,0.0,20.271223469079793
318,318,156.25558135923023,65.18857034820682,27.084867307277527,41.51351701395676,0.0,22.46862668978911
319,319,150.9669386718526,61.387004805554696,27.084867307277527,37.76477098030968,0.0,24.730295578710717
320,320,146.2394897908898,57.80872947016515,27.084867307277527,34.29968640419233,0.0,27.046206609254796
321,321,142.04489309682637,54.445963420513834,27.084867307277527,31.108058270409675,0.0,29.40600409862533
322,322,138.35320994396116,51.29037142660021,27.084867307277527,28.178898401101122,0.0,31.79907280898229
323,323,135.13312173266382,48.333125540988476,27.084867307277527,25.500510400655763,0.0,34.214618483742036
324,324,132.3521731429406,45.56497464012512,27.084867307277527,23.060575719129275,0.0,36.641755476408655
325,325,129.97703871696058,42.976321105432916,27.084867307277527,20.846249966712445,0.0,39.069600337537686
326,326,127.9738090788995,40.557303571737805,27.084867307277527,18.84426826088428,0.0,41.48736993899988
327,327,126.30829221703627,38.297884418786275,27.084867307277527,17.041058041279552,0.0,43.88448244969291
328,328,124.94632447571054,36.18794045437894,27.084867307277527,15.422857463691056,0.0,46.250659250363015
329,329,123.85408526506868,34.21735504981685,27.084867307277527,13.975837203855548,0.0,48.57602570411875
330,330,122.99840904312427,32.376109853968515,27.084867307277527,12.686223283225583,0.0,50.85120859865265
331,331,122.34708789865054,30.65437414324279,27.084867307277527,11.540418390192029,0.0,53.0674280579382
