epoch,boarding,od_flow,od_line_flow,alighting
76,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
77,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
78,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
79,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
80,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
81,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
82,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
83,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
84,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
85,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
86,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
87,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
88,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
89,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
90,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
91,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
92,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
93,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
94,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
95,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
96,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
97,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
98,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
99,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
100,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
101,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
102,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
103,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
104,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
105,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
106,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
107,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
108,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
109,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
110,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
111,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
112,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
113,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
114,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
115,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
116,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
117,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
118,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
119,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
120,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
121,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
122,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
123,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
124,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
125,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
126,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
127,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
128,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
129,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
130,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
131,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
132,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
133,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
134,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
135,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
136,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
137,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
138,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
139,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
140,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
141,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
142,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
143,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
144,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
145,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
146,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
147,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
148,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
149,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
150,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
151,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
152,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
153,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
154,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
155,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
156,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
157,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
158,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
159,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
160,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
161,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
162,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
163,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
164,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
165,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
166,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
167,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
168,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
169,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
170,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
171,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
172,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
173,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
174,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
175,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
176,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
177,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
178,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
179,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
180,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
181,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
182,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
183,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
184,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
185,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
186,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
187,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
188,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
189,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
190,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
191,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
192,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
193,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
194,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
195,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
196,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
197,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
198,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
199,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
200,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
201,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
202,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
203,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
204,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
205,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
206,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
207,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
208,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
209,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
210,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
211,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
212,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
213,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
214,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
215,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
216,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
217,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
218,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
219,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
220,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
221,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
222,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
223,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
224,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
225,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
226,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
227,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
228,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
229,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
230,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
231,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
232,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
233,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
234,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
235,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
236,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
237,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
238,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
239,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
240,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
241,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
242,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
243,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
244,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
245,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
246,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
247,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
248,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
249,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
250,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
251,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
252,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
253,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
254,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
255,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
256,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
257,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
258,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
259,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
260,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
261,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
262,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
263,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
264,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
265,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
266,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
267,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
268,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
269,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
270,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
271,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
272,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
273,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
274,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
275,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
276,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
277,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
278,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
279,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
280,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
281,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
282,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
283,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
284,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
285,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
286,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
287,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
288,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
289,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
290,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
291,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
292,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
293,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
294,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
295,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
296,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
297,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
298,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
299,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
300,-5.675057429342857,-6.092415466779214,-1.965795143300563,-11.144934363974267
301,-5.358699160994601,-5.7121824004748785,-1.7993323458842272,-10.436230535059586
302,-5.0516669900604025,-5.3447021843192575,-1.6386076570547798,-9.750656584188134
303,-4.754108521763651,-4.990164920771609,-1.48370725597165,-9.088598064381916
304,-4.466154341529796,-4.6487351460387725,-1.3347057087704322,-8.45039838306072
305,-4.18791650887884,-4.320549564533924,-1.191664933609439,-7.836354868792652
306,-3.9194870872071856,-4.005714833162179,-1.054633187940682,-7.246714902097024
307,-3.6609367291482844,-3.7043054257513965,-0.9236440918174236,-6.681672158086298
308,-3.412313337107409,-3.4163616086579234,-0.7987157013785697,-6.141363008967441
309,-3.173640819764983,-3.141887560917021,-0.6798496477137661,-5.625863137821561
310,-2.9449179666250807,-2.880849674750935,-0.5670303574212501,-5.135184418775655
311,-2.7261174638655223,-2.633175074530023,-0.4602243722040511,-4.669272122235808
312,-2.5171850757231984,-2.3987503942369672,-0.359379785733575,-4.2280025070306175
313,-2.3180390163228313,-2.177420854932974,-0.2644258166631448,-3.81118086387358
314,-2.1285695371153275,-1.9689896844630175,-0.17527253700580792,-3.4185400762093945
315,-1.9486387548049544,-1.7732179214325492,-0.09181077499687373,-3.049739764933056
316,-1.7780807436734793,-1.5898246440883739,-0.013912210929497348,-2.7043660822951456
317,-1.6167019144107737,-1.4184876618813869,0.05857031683489766,-2.381932217142448
318,-1.4642816987974174,-1.258844702928367,0.12580228053210096,-2.0818796680995657
319,-1.320573555736504,-1.1104951241074255,0.1879666941023943,-1.803580333015967
320,-1.1853063091140106,-0.9730021619619602,0.24526309835261872,-1.5463394516955233
321,-1.0581858217459215,-0.845895731889093,0.297906296593171,-1.3093994244188076
322,-0.9388970022805487,-0.7286757703129554,0.3461248429102325,-1.0919445110516688
323,-0.8271061334851355,-0.6208160999066363,0.39015929181188524,-0.8931063948043929
324,-0.7224635010716638,-0.5217687818183585,0.43026022523148666,-0.7119705714059705
325,-0.6246062924230509,-0.43096890184885384,0.46668608053026184,-0.5475834992957374
326,-0.5331617246788389,-0.3478397203620929,0.4997008108840557,-0.39896042038327595
327,-0.4477503521208892,-0.271798099278282,0.529571416872824,-0.2650937351963567
328,-0.36798949420969707,-0.20226010477703849,0.5565653947797113,-0.14496179221257366
329,-0.2934967185215549,-0.13864667233302908,0.5809481526020577,-0.037537930326434044
330,-0.22389330775657967,-0.08038921235726515,0.6029804486574364,0.05820040281338312
331,-0.1588076373784122,-0.026935030812994976,0.6229159095776546,0.14326264416147017
332,-0.09787839063196024,0.02224755973468273,0.6409986841698514,0.21863641126856803
333,-0.040757540823281424,0.06766455685028161,0.6574612869686884,0.28527928769383093
334,0.01288696319848881,0.10979211950311618,0.6725226803439281,0.34411127280088494
335,0.063368863676046,0.14907304453982162,0.6863866369596334,0.3960080518044906
336,0.11098165700598628,0.18591393904190956,0.6992404155488574,0.4417952164446146
337,0.1559970848339023,0.22068313650029825,0.7112537728360748,0.48224353610186454
338,0.19866407106510053,0.253709380436029,0.7225783235556043,0.5180653451763126
339,0.23920810865705278,0.2852812745584402,0.7333472494598519,0.5499120769576618
340,0.27783108646437404,0.31564747504972246,0.7436753475552966,0.5783729388753422
341,0.3147115338808413,0.3450175792287584,0.7536593980582036,0.6039746906711805
342,0.35000525010223804,0.3735636465897999,0.7633788241448491,0.6271824571796578
343,0.38384627591348885,0.40142227367702155,0.7728966087850448,0.6484014821911062
344,0.41634815922243373,0.428697133800386,0.7822604289690027,0.6679797100844744
345,0.44760546120506706,0.45546188629866036,0.791503964518042,0.6862110679248601
346,0.4776954478373734,0.4817633577423375,0.8006483373501048,0.7033393125320713
347,0.5066799115955357,0.5076248987748819,0.8097036374014198,0.71956230432711
348,0.534607069951524,0.533049824706358,0.8186704931696028,0.7350365719938257
349,0.5615134906620912,0.5580248549068998,0.8275416477835699,0.7498820384232082
350,0.58742599840771,0.5825234748765258,0.8363035053472041,0.7641867882150385
351,0.6123635227453343,0.6065091549846182,0.8449376167748406,0.7780117693468255
352,0.6363388532762368,0.6299383707169559,0.8534220791836973,0.7913953356635441
353,0.6593602741121911,0.6527633803506248,0.8617328279067193,0.8043575518433261
354,0.6814330559066584,0.6749347268893813,0.8698448051492272,0.8169041977995355
355,0.7025607897042738,0.6964034415110611,0.8777329940816911,0.8290304245425659
356,0.7227465524986257,0.7171229354628494,0.8853733116225405,0.8407240279107943
357,0.741993899563351,0.737050576121547,0.8927433572359563,0.8519683199608914
358,0.7603076832598838,0.7561489507092627,0.8998230186958062,0.862744589950545
359,0.777694702082513,0.7743868278667049,0.9065949389179867,0.873034157601533
360,0.7941641871584494,0.7917398329233623,0.9130448506284422,0.8828200306166566
361,0.8097281362775455,0.8081908572838451,0.9191617878167836,0.8920881862140277
362,0.824401507798063,0.8237302259120288,0.9249381846405372,0.900828502753171
363,0.8382022884871159,0.8383556494944768,0.930369873715303,0.9090353724086533
364,0.8511514505405424,0.8520719895673369,0.9354559965797488,0.916708029371941
